科系代碼,學校,科系,學測國文,學測英文,學測數學,學測社會,學測自然,學測總級分,國文,英文,數學甲,數學乙,物理,化學,生物,歷史,地理,公民,英聽
01908,大同大學,電機工程學系電機與系統組,--,--,--,--,--,--,2.00,2.00,2.00,--,1.00,--,--,--,--,--,--
01910,大同大學,工業設計學系(社會組),--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,--,--,--,--
01911,大同大學,事業經營學系,--,--,--,--,--,--,1.00,2.00,--,1.50,--,--,--,--,--,--,--
01912,大同大學,生物工程學系,--,--,--,--,--,--,1.00,2.00,2.00,--,--,1.00,2.00,--,--,--,--
01913,大同大學,媒體設計學系互動媒體設計組,--,--,--,--,--,--,1.75,2.00,--,2.00,--,--,--,--,--,--,--
01914,大同大學,應用外語學系,--,--,--,--,--,--,1.50,2.00,--,--,--,--,--,1.00,--,--,--
01915,大同大學,電機工程學系電子與通訊組,--,--,--,--,--,--,2.00,2.00,2.00,--,1.00,--,--,--,--,--,--
01916,大同大學,工業設計學系(自然組),--,--,--,--,--,--,2.00,2.00,2.00,--,1.00,1.00,--,--,--,--,--
02001,輔仁大學,日本語文學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,1.00,--,--
02002,輔仁大學,法國語文學系,--,--,--,--,--,--,1.50,1.50,--,--,--,--,--,1.00,1.00,--,--
02003,輔仁大學,英國語文學系,--,--,--,--,--,--,1.00,2.00,--,--,--,--,--,1.00,--,--,A
02004,輔仁大學,義大利語文學系,--,--,--,--,--,--,1.50,1.50,--,--,--,--,--,1.00,1.00,--,--
02006,輔仁大學,社會工作學系,--,--,--,均標,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,--,--
02007,輔仁大學,企業管理學系,--,--,--,--,--,--,1.50,1.50,--,1.50,--,--,--,1.00,1.00,--,--
02008,輔仁大學,統計資訊學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,--,--,--,--
02009,輔仁大學,會計學系,--,--,--,--,--,--,1.50,1.50,--,1.50,--,--,--,1.00,1.00,--,--
02010,輔仁大學,資訊管理學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,--,--,--,--
02011,輔仁大學,數學系純數學組,--,--,--,--,--,--,1.25,1.25,2.00,--,--,--,--,--,--,--,--
02012,輔仁大學,數學系應用數學組,--,--,--,--,--,--,1.25,1.25,2.00,--,--,--,--,--,--,--,--
02013,輔仁大學,食品科學系,--,--,--,--,--,--,1.00,2.00,1.00,--,--,2.00,2.00,--,--,--,--
02014,輔仁大學,營養科學系,--,--,--,--,--,--,1.00,2.00,1.00,--,--,2.00,2.00,--,--,--,--
02015,輔仁大學,心理學系,--,--,--,--,--,--,1.50,1.50,1.00,--,--,--,--,--,--,--,--
02016,輔仁大學,西班牙語文學系,--,--,--,--,--,--,1.50,1.50,--,--,--,--,--,1.00,1.00,--,--
02017,輔仁大學,德語語文學系,--,--,--,--,--,--,1.50,1.50,--,--,--,--,--,1.25,--,--,--
02018,輔仁大學,中國文學系,均標,--,--,後標,--,--,2.00,1.25,--,--,--,--,--,2.00,--,--,--
02019,輔仁大學,哲學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,1.00,--,--
02020,輔仁大學,圖書資訊學系,--,--,--,--,--,--,2.00,2.00,--,2.00,--,--,--,1.00,1.00,--,--
02021,輔仁大學,影像傳播學系,--,--,--,--,--,--,1.50,2.00,--,1.00,--,--,--,1.00,1.00,--,--
02022,輔仁大學,歷史學系,--,底標,--,底標,--,--,2.00,1.75,--,--,--,--,--,2.00,--,--,--
02023,輔仁大學,宗教學系,--,--,--,--,--,--,2.00,2.00,--,--,--,--,--,1.50,--,--,--
02024,輔仁大學,金融與國際企業學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,1.00,1.00,--,--
02025,輔仁大學,兒童與家庭學系,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,--,--,1.00,--
02026,輔仁大學,織品服裝學系服飾設計組,--,--,--,--,--,--,2.00,2.00,--,1.50,--,--,--,--,--,--,--
02027,輔仁大學,織品服裝學系織品設計組,--,--,--,--,--,--,2.00,2.00,--,1.50,--,--,--,--,--,--,--
02028,輔仁大學,織品服裝學系織品服飾行銷組,--,--,--,--,--,--,2.00,2.00,--,1.50,--,--,--,--,--,--,--
02029,輔仁大學,餐旅管理學系,--,--,--,--,--,底標,2.00,2.00,--,1.50,--,--,--,1.00,1.00,--,--
02030,輔仁大學,資訊工程學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
02031,輔仁大學,化學系,--,--,--,--,--,--,--,1.50,1.50,--,--,2.00,--,--,--,--,--
02032,輔仁大學,生命科學系,--,--,--,--,--,--,1.00,2.00,--,--,--,1.50,2.00,--,--,--,--
02033,輔仁大學,護理學系,--,--,--,--,--,--,1.50,1.50,1.00,--,--,--,1.25,--,--,--,--
02034,輔仁大學,電機工程學系系統與晶片設計組,--,--,--,--,--,--,1.00,1.50,1.50,--,1.00,1.00,--,--,--,--,--
02036,輔仁大學,體育學系運動健康管理組,--,--,--,--,--,--,2.00,2.00,2.00,--,--,--,1.00,--,--,--,--
02037,輔仁大學,新聞傳播學系,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.00,--,1.00,--
02038,輔仁大學,廣告傳播學系,--,--,--,--,--,--,1.50,1.50,--,1.50,--,--,--,1.00,1.00,--,--
02039,輔仁大學,應用美術學系,--,--,--,--,--,--,1.00,1.00,--,1.00,--,--,--,1.00,1.00,--,--
02040,輔仁大學,景觀設計學系(社會組),--,--,--,--,--,--,1.00,1.00,--,1.00,--,--,--,1.00,1.00,--,--
02041,輔仁大學,景觀設計學系(自然組),--,--,--,--,--,--,1.00,1.00,1.00,--,--,--,2.00,--,--,--,--
02042,輔仁大學,法律學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,1.00,--
02043,輔仁大學,社會學系,--,--,--,--,--,--,1.50,1.50,--,1.50,--,--,--,--,--,1.00,--
02044,輔仁大學,財經法律學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,1.00,--
02045,輔仁大學,經濟學系,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,1.00,1.00,--,--
02046,輔仁大學,醫學系,--,--,--,--,--,--,--,1.25,1.00,--,1.00,1.00,1.25,--,--,--,--
02047,輔仁大學,公共衛生學系,--,--,--,--,--,--,1.50,1.50,1.00,--,--,1.00,1.25,--,--,--,--
02048,輔仁大學,臨床心理學系,--,--,--,--,--,--,1.25,1.50,1.00,--,--,--,1.25,--,--,--,--
02049,輔仁大學,物理學系物理組,--,--,--,--,--,--,1.00,1.50,2.00,--,2.00,1.00,--,--,--,--,--
02050,輔仁大學,物理學系光電物理組,--,--,--,--,--,--,1.00,1.50,2.00,--,2.00,1.00,--,--,--,--,--
02051,輔仁大學,職能治療學系,--,--,--,--,--,--,1.25,2.00,1.00,--,1.00,--,2.00,--,--,--,--
02052,輔仁大學,電機工程學系電腦與通訊工程組,--,--,--,--,--,--,1.00,2.00,2.00,--,1.00,--,--,--,--,--,--
02053,輔仁大學,呼吸治療學系,--,--,--,--,--,--,1.00,1.25,--,--,1.00,--,1.25,--,--,--,--
02054,輔仁大學,教育領導與科技發展學士學位學程,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.00,1.00,--,--
02055,輔仁大學,醫學資訊與創新應用學士學位學程,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
02101,國立臺灣海洋大學,商船學系,--,--,--,--,--,--,1.00,2.00,2.00,--,1.00,--,--,--,--,--,--
02102,國立臺灣海洋大學,食品科學系食品科學組,--,--,--,--,--,--,1.00,2.00,1.00,--,--,2.00,2.00,--,--,--,--
02103,國立臺灣海洋大學,航運管理學系,--,--,--,--,--,--,1.00,2.00,--,1.50,--,--,--,--,--,--,--
02105,國立臺灣海洋大學,海洋環境資訊系,--,--,--,--,--,--,1.00,1.50,1.50,--,1.50,1.00,--,--,--,--,--
02106,國立臺灣海洋大學,系統工程暨造船學系,--,--,--,--,--,--,1.00,1.25,1.25,--,1.25,1.00,--,--,--,--,--
02107,國立臺灣海洋大學,河海工程學系,--,--,--,--,--,--,1.00,1.50,1.50,--,1.50,1.00,--,--,--,--,--
02108,國立臺灣海洋大學,電機工程學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
02109,國立臺灣海洋大學,機械與機電工程學系,--,--,--,--,--,--,1.00,1.50,1.50,--,1.50,1.00,--,--,--,--,--
02110,國立臺灣海洋大學,資訊工程學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,--,--,--,--,--,--
02111,國立臺灣海洋大學,環境生物與漁業科學學系,--,--,--,--,--,--,1.00,1.50,1.50,--,--,--,1.25,--,--,--,--
02112,國立臺灣海洋大學,水產養殖學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.75,2.00,--,--,--,--
02113,國立臺灣海洋大學,食品科學系生物科技組,--,--,--,--,--,--,1.00,2.00,1.00,--,--,2.00,2.00,--,--,--,--
02114,國立臺灣海洋大學,生命科學暨生物科技學系,--,--,--,--,均標,--,1.00,1.50,1.00,--,--,1.50,1.50,--,--,--,--
02115,國立臺灣海洋大學,運輸科學系,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,--,--,--,--
02116,國立臺灣海洋大學,輪機工程學系動力工程組,--,--,--,--,--,--,1.00,2.00,1.50,--,1.50,1.00,--,--,--,--,--
02117,國立臺灣海洋大學,通訊與導航工程學系,--,--,--,--,--,--,1.00,1.50,1.50,--,1.50,--,--,--,--,--,--
02118,國立臺灣海洋大學,輪機工程學系能源應用組,--,--,--,--,--,--,1.00,2.00,1.50,--,1.50,1.00,--,--,--,--,--
02119,國立臺灣海洋大學,海洋觀光管理學士學位學程,--,--,--,--,--,--,1.00,2.00,--,1.50,--,--,--,--,--,--,--
02120,國立臺灣海洋大學,海洋法政學士學位學程,--,--,--,--,--,--,2.00,2.00,--,--,--,--,--,--,--,1.00,--
02121,國立臺灣海洋大學,光電與材料科技學士學位學程,--,--,--,--,--,--,1.00,1.25,1.50,--,1.50,1.00,--,--,--,--,--
02201,國立高雄師範大學,國文學系,--,--,--,--,--,--,1.50,1.25,--,1.00,--,--,--,1.25,1.00,--,--
02202,國立高雄師範大學,工業科技教育學系,--,--,--,--,--,--,1.00,1.50,1.50,--,1.50,1.00,--,--,--,--,--
02203,國立高雄師範大學,物理學系,--,--,--,--,--,--,1.00,1.00,1.50,--,2.00,1.00,--,--,--,--,--
02204,國立高雄師範大學,英語學系,--,--,--,--,--,--,1.25,2.00,--,1.00,--,--,--,1.00,1.00,--,--
02205,國立高雄師範大學,工業設計學系,--,--,--,--,--,--,1.00,1.50,1.00,--,1.50,1.00,--,--,--,--,--
02206,國立高雄師範大學,光電與通訊工程學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
02207,國立高雄師範大學,地理學系,--,--,--,--,--,--,1.00,1.25,--,1.00,--,--,--,1.00,1.25,--,--
02210,國立高雄師範大學,特殊教育學系,--,--,--,--,--,--,1.25,1.25,--,1.00,--,--,--,1.00,1.00,--,--
02211,國立高雄師範大學,教育學系,--,--,--,--,--,--,1.50,1.50,--,1.50,--,--,--,1.00,1.00,--,--
02212,國立高雄師範大學,化學系,--,--,--,--,--,--,1.00,1.00,1.50,--,1.50,2.00,--,--,--,--,--
02213,國立高雄師範大學,數學系數學組,--,--,--,--,--,--,1.00,1.25,2.00,--,1.25,--,--,--,--,--,--
02215,國立高雄師範大學,生物科技系,--,--,--,--,--,--,1.00,1.25,1.00,--,--,1.00,2.00,--,--,--,--
02216,國立高雄師範大學,數學系應用數學組,--,--,--,--,--,--,1.00,1.25,2.00,--,1.25,--,--,--,--,--,--
02217,國立高雄師範大學,電子工程學系,--,--,--,--,--,--,1.00,1.00,1.50,--,1.50,1.00,--,--,--,--,--
02220,國立高雄師範大學,軟體工程與管理學系,--,--,--,--,--,--,1.25,1.50,1.50,--,1.00,1.00,--,--,--,--,--
02221,國立高雄師範大學,事業經營學系,--,--,--,--,--,--,1.50,2.00,--,1.75,--,--,--,--,--,--,C
02301,國立彰化師範大學,電子工程學系,--,--,--,--,--,--,1.00,2.00,2.00,--,2.00,1.00,--,--,--,--,--
02302,國立彰化師範大學,機電工程學系,--,--,--,--,--,--,1.00,2.00,2.00,--,2.00,1.00,--,--,--,--,--
02303,國立彰化師範大學,生物學系,--,--,--,--,--,--,1.00,1.75,1.00,--,--,1.50,2.00,--,--,--,--
02304,國立彰化師範大學,企業管理學系,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,--,--,--,B
02305,國立彰化師範大學,會計學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,1.00,1.00,--,B
02306,國立彰化師範大學,資訊管理學系資訊管理組,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,--,--,--,C
02309,國立彰化師範大學,國文學系,--,--,--,--,--,--,2.00,1.50,--,--,--,--,--,1.50,1.00,--,--
02310,國立彰化師範大學,輔導與諮商學系學校輔導與諮商組,--,--,--,--,--,--,1.75,1.75,--,1.50,--,--,--,1.00,--,1.00,B
02311,國立彰化師範大學,數學系,--,--,--,--,--,--,1.00,1.25,2.00,--,1.25,--,--,--,--,--,--
02312,國立彰化師範大學,英語學系,--,--,--,--,--,--,1.50,2.00,--,1.00,--,--,--,1.00,1.00,--,B
02313,國立彰化師範大學,物理學系物理組,--,--,--,--,--,--,1.00,1.00,1.50,--,2.00,1.50,--,--,--,--,--
02314,國立彰化師範大學,地理學系,--,--,--,--,--,--,1.00,1.25,--,1.00,--,--,--,1.00,1.25,--,C
02315,國立彰化師範大學,特殊教育學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,1.00,--,B
02316,國立彰化師範大學,化學系,--,--,--,--,--,--,1.00,1.25,1.00,--,1.25,2.00,--,--,--,--,--
02317,國立彰化師範大學,電機工程學系,--,--,--,--,--,--,1.00,2.00,2.00,--,2.00,1.00,--,--,--,--,C
02318,國立彰化師範大學,資訊工程學系,--,--,--,--,--,--,1.00,1.50,2.00,--,1.50,--,--,--,--,--,--
02319,國立彰化師範大學,輔導與諮商學系社區輔導與諮商組,--,--,--,--,--,--,1.75,1.75,--,1.50,--,--,--,1.00,--,1.00,B
02320,國立彰化師範大學,物理學系光電組,--,--,--,--,--,--,1.00,1.00,1.50,--,2.00,1.50,--,--,--,--,--
02321,國立彰化師範大學,公共事務與公民教育學系公共事務組,--,--,--,--,--,--,1.25,1.25,--,1.00,--,--,--,1.00,--,2.00,B
02322,國立彰化師範大學,公共事務與公民教育學系公民教育組,--,--,--,--,--,--,1.25,1.25,--,1.00,--,--,--,1.00,--,2.00,B
02323,國立彰化師範大學,資訊管理學系數位內容科技與管理組,--,--,--,--,--,--,1.00,2.00,2.00,--,--,--,--,--,--,--,C
02501,國立陽明大學,護理學系,均標,均標,--,--,--,--,1.50,1.50,1.00,--,--,1.00,1.00,--,--,--,A
02502,國立陽明大學,牙醫學系,--,頂標,--,--,頂標,--,1.00,1.00,1.00,--,--,1.00,1.00,--,--,--,A
02503,國立陽明大學,生命科學系暨基因體科學研究所,--,--,--,--,--,--,--,1.25,1.25,--,1.25,1.00,1.00,--,--,--,--
02504,國立陽明大學,醫學系,前標,--,--,--,--,--,--,1.00,1.00,--,1.00,1.00,1.00,--,--,--,--
02505,國立陽明大學,生物醫學工程學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,B
02506,國立陽明大學,物理治療暨輔助科技學系,前標,前標,--,--,--,--,--,1.25,1.00,--,1.00,1.00,1.25,--,--,--,--
02507,國立陽明大學,醫學生物技術暨檢驗學系,--,均標,--,--,--,--,1.00,1.25,1.00,--,--,1.25,1.25,--,--,--,--
02508,國立陽明大學,生物醫學影像暨放射科學系,--,前標,--,--,--,--,--,1.25,1.25,--,1.00,1.00,1.00,--,--,--,B
02509,國立陽明大學,學士班大一大二不分系,--,--,--,--,--,--,--,1.25,1.25,--,1.25,1.00,1.00,--,--,--,--
02601,中山醫學大學,物理治療學系,--,--,--,--,--,--,1.50,1.50,1.00,--,1.00,--,1.50,--,--,--,C
02602,中山醫學大學,營養學系,--,--,--,--,--,--,1.00,2.00,1.00,--,--,2.00,2.00,--,--,--,--
02604,中山醫學大學,公共衛生學系,--,--,--,--,--,--,1.00,1.50,1.50,--,--,1.00,1.00,--,--,--,--
02606,中山醫學大學,職能治療學系,--,--,--,--,--,--,1.25,2.00,1.00,--,1.00,--,1.50,--,--,--,--
02607,中山醫學大學,語言治療與聽力學系語言治療組,--,--,--,--,--,--,1.50,2.00,--,--,1.00,--,1.50,--,--,--,B
02608,中山醫學大學,生物醫學科學學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.50,2.00,--,--,--,--
02609,中山醫學大學,視光學系,--,--,--,--,--,--,1.00,1.50,1.00,--,1.50,--,2.00,--,--,--,--
02610,中山醫學大學,醫療產業科技管理學系,--,--,--,--,--,--,1.00,1.50,--,1.50,--,--,--,--,1.00,--,--
02611,中山醫學大學,醫學應用化學系,--,--,--,--,--,--,1.00,1.00,1.50,--,--,2.00,--,--,--,--,--
02612,中山醫學大學,醫學影像暨放射科學系,--,--,--,--,--,--,--,1.50,1.50,--,2.00,1.00,1.00,--,--,--,--
02613,中山醫學大學,心理學系,--,--,--,--,--,--,1.50,2.00,1.00,--,--,1.00,1.00,--,--,--,--
02614,中山醫學大學,健康餐飲暨產業管理學系,--,--,--,--,--,--,2.00,1.00,1.00,--,--,2.00,2.00,--,--,--,--
02615,中山醫學大學,職業安全衛生學系,--,--,--,--,--,--,2.00,1.00,1.00,--,--,1.50,2.00,--,--,--,--
02616,中山醫學大學,醫學資訊學系,--,--,--,--,--,--,1.00,2.00,2.00,--,--,--,--,--,--,--,--
02617,中山醫學大學,應用外國語言學系,--,--,--,--,--,--,1.50,2.00,--,1.00,--,--,--,1.00,1.00,--,--
02620,中山醫學大學,醫學社會暨社會工作學系,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.00,1.00,--,--
02621,中山醫學大學,醫學系,--,前標,--,--,--,--,1.00,--,1.00,--,1.00,1.00,1.00,--,--,--,A
02622,中山醫學大學,語言治療與聽力學系聽力組,--,--,--,--,--,--,1.50,2.00,--,--,1.50,--,1.00,--,--,--,B
02623,中山醫學大學,牙醫學系,--,--,--,--,--,--,1.00,1.00,1.00,--,--,1.00,1.25,--,--,--,A
02624,中山醫學大學,醫學檢驗暨生物技術學系,--,--,--,--,--,--,1.00,1.50,--,--,1.00,1.50,1.75,--,--,--,--
02626,中山醫學大學,護理學系,--,--,--,--,--,--,1.25,1.50,1.00,--,--,1.00,1.25,--,--,--,C
02701,國立中山大學,中國文學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,2.00,--,--
02702,國立中山大學,外國語文學系,--,--,--,--,--,--,1.50,2.00,--,1.00,--,--,--,1.00,1.00,--,--
02704,國立中山大學,政治經濟學系,--,--,--,--,--,--,1.00,1.50,--,1.50,--,--,--,--,--,1.00,--
02705,國立中山大學,企業管理學系,--,--,--,--,--,--,1.75,1.75,--,1.50,--,--,--,--,--,--,--
02706,國立中山大學,財務管理學系,--,--,--,--,--,--,1.00,1.50,--,1.50,--,--,--,--,--,--,--
02707,國立中山大學,資訊管理學系(社會組),--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,--,1.00,--,--
02708,國立中山大學,海洋環境及工程學系,--,--,--,--,--,--,--,1.25,1.50,--,1.50,1.00,--,--,--,--,B
02709,國立中山大學,資訊工程學系,--,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,--,--,--
02710,國立中山大學,電機工程學系甲組,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
02711,國立中山大學,機械與機電工程學系,--,--,--,--,--,--,1.00,1.50,2.00,--,2.00,1.00,--,--,--,--,--
02712,國立中山大學,化學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,2.00,--,--,--,--,--
02713,國立中山大學,物理學系,--,--,--,--,--,--,1.00,1.75,1.50,--,1.50,1.00,--,--,--,--,--
02714,國立中山大學,應用數學系,--,--,--,--,--,--,--,1.00,2.00,--,1.50,--,--,--,--,--,--
02715,國立中山大學,生物科學系,--,--,--,--,--,--,1.00,1.25,1.00,--,--,1.25,1.50,--,--,--,--
02716,國立中山大學,海洋生物科技暨資源學系,--,--,--,--,--,--,--,1.50,--,--,1.00,1.50,1.50,--,--,--,--
02717,國立中山大學,材料與光電科學學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
02718,國立中山大學,劇場藝術學系,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.00,--,--,--
02719,國立中山大學,社會學系,--,--,--,--,--,--,--,2.00,--,1.00,--,--,--,--,--,2.00,--
02720,國立中山大學,電機工程學系乙組,--,--,--,--,--,--,1.00,1.00,1.50,--,1.50,1.00,--,--,--,--,--
02721,國立中山大學,光電工程學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
02722,國立中山大學,資訊管理學系(自然組),--,--,--,--,--,--,1.50,2.00,2.00,--,--,--,--,--,--,--,--
02723,國立中山大學,海洋科學系,--,--,--,--,--,--,1.00,1.25,1.00,--,--,1.00,--,--,--,--,B
03001,長庚大學,工業設計學系產品設計組,--,--,--,均標,均標,--,1.00,1.50,1.00,--,--,--,--,--,--,--,--
03002,長庚大學,工商管理學系(自然組),--,--,--,--,--,--,1.00,1.25,1.25,--,--,--,--,--,--,--,--
03003,長庚大學,醫務管理學系(社會組),--,--,--,--,--,--,1.00,1.50,--,1.25,--,--,--,--,--,--,--
03004,長庚大學,醫務管理學系(自然組),--,--,--,--,--,--,1.00,1.50,1.25,--,--,--,--,--,--,--,--
03005,長庚大學,資訊管理學系(社會組),--,--,--,--,--,--,1.25,1.50,--,1.50,--,--,--,--,--,--,--
03006,長庚大學,護理學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.00,1.50,--,--,--,--
03007,長庚大學,電機工程學系通訊組,--,--,--,--,--,--,1.00,1.25,1.50,--,1.50,--,--,--,--,--,--
03008,長庚大學,電機工程學系系統與晶片設計組,--,--,--,--,--,--,1.00,1.25,1.50,--,1.50,--,--,--,--,--,--
03009,長庚大學,機械工程學系,--,--,--,--,--,--,1.00,1.25,1.50,--,1.50,1.00,--,--,--,--,--
03010,長庚大學,化工與材料工程學系,--,--,--,--,--,--,1.00,1.25,1.25,--,1.00,1.50,--,--,--,--,--
03011,長庚大學,電子工程學系,--,--,--,--,--,--,1.00,1.00,1.25,--,1.25,1.25,--,--,--,--,--
03012,長庚大學,資訊工程學系,--,--,--,--,--,--,1.00,1.25,1.50,--,1.25,1.00,--,--,--,--,--
03013,長庚大學,醫學系,前標,--,--,--,--,--,--,1.00,1.00,--,1.00,1.25,1.25,--,--,--,A
03014,長庚大學,醫學生物技術暨檢驗學系,--,--,--,--,--,--,1.00,1.00,1.00,--,--,1.50,1.50,--,--,--,--
03015,長庚大學,醫學影像暨放射科學系,--,--,--,--,--,--,--,1.25,1.25,--,1.25,1.00,1.00,--,--,--,--
03016,長庚大學,職能治療學系,--,--,--,--,--,--,--,1.25,1.00,--,1.00,1.00,1.25,--,--,--,--
03017,長庚大學,物理治療學系,--,--,--,--,--,--,--,1.25,1.00,--,1.00,1.00,1.25,--,--,--,--
03018,長庚大學,中醫學系,--,--,--,--,--,--,--,1.25,1.00,--,1.00,1.00,1.25,--,--,--,--
03019,長庚大學,生物醫學系,--,--,--,--,--,--,--,1.25,1.00,--,1.00,1.25,1.25,--,--,--,B
03020,長庚大學,呼吸治療學系,--,--,--,--,--,--,--,1.25,1.00,--,1.25,1.00,1.25,--,--,--,--
03021,長庚大學,工業設計學系媒體與傳達設計組,--,--,--,均標,均標,--,1.00,1.50,--,1.00,--,--,--,--,--,--,--
03022,長庚大學,資訊管理學系(自然組),--,--,--,--,--,--,1.25,1.50,1.50,--,--,--,--,--,--,--,--
03023,長庚大學,工商管理學系(社會組),--,--,--,--,--,--,1.00,1.25,--,1.25,--,--,--,--,--,--,--
03101,國立臺中教育大學,數學教育學系,--,--,--,--,--,--,1.00,2.00,2.00,--,1.00,1.00,--,--,--,--,--
03102,國立臺中教育大學,幼兒教育學系,--,--,--,--,--,--,1.25,1.25,--,1.00,--,--,--,1.25,1.00,--,--
03103,國立臺中教育大學,區域與社會發展學系,--,--,--,--,--,--,1.00,1.00,--,--,--,--,--,2.00,2.00,2.00,--
03104,國立臺中教育大學,教育學系,--,--,--,--,--,--,1.25,1.00,--,1.00,--,--,--,1.00,1.00,--,--
